8.696,In25.2Sn17.3Bi57.5,In25.2 Sn17.3 Bi57.5,3,0.6511973587170021,0.595606894356718,0.5771270786963507,0.5752730361497587,0.5750153788914106,49.0,83.0,34.0,68.723,16.41855,83.0,75.0,86.0,11.0,82.19,4.3815,86.0,114.818,208.9804,94.1624,169.634696,45.2475596,208.9804,429.75,544.4,114.64999999999998,508.70584,41.04828399999999,544.4,13.0,15.0,2.0,14.323,0.7785499999999999,15.0,5.0,6.0,1.0,5.575,0.48875,6.0,139.0,148.0,9.0,144.931,3.529349999999998,148.0,1.78,2.02,0.24,1.94914,0.08524655999999994,2.02,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.323,0.7785499999999999,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,8.05,6.8425,14.0,13.0,29.0,16.0,22.373,7.62105,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.677,0.7785499999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.677,0.7785499999999999,3.0,24.26,33.285,9.024999999999995,30.818075,3.3052698000000005,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,141.0,129.0,66.321,62.469150000000006,12.0,2.0,2.323,10.0,8.05,False,0.014296815877557045,0.0025127971322300275,In0.17056732309055453 Sn0.12106503259215319 Bi0.7083676443172923 ,In0.252Sn0.17300000000000001Bi0.575,0.021760106828013825,22.556468573588827,-0.016729594947580705,1.7106249999999998,1.0269837794693264,-0.008056739312882845,169.634696,16963.4696,-17.015208115829996,0.026557454145033892,0.04712400000000008,14.323,0.18170000000000003,2.43176,6.0,0,6.0,0,0,11.518325999999998,0.43061907867518756,2.5192274020000003,-0.09034994296669113
9.582,Sn13.3Bi50Cd10Pb26.7,Sn13.3 Bi50 Cd10 Pb26.7,4,0.59074359920358,0.5282257031686425,0.5044282015570027,0.500887331086195,0.5000942857118311,48.0,83.0,35.0,74.844,11.977304000000004,83.0,70.0,86.0,16.0,82.26700000000001,3.733,86.0,112.411,208.9804,96.5694,186.84213000000003,33.00937257999998,208.9804,505.08,600.61,95.53000000000003,559.1605099999999,29.145925660000003,544.4,12.0,15.0,3.0,14.3,0.7,15.0,5.0,6.0,1.0,5.767,0.35742199999999985,6.0,139.0,148.0,9.0,145.86900000000003,2.2009539999999848,148.0,1.69,2.33,0.6400000000000001,2.06179,0.14322413999999992,2.02,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.3,0.7,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,10.738,5.003908,14.0,12.0,29.0,17.0,25.038,5.543707999999999,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.1,0.72,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.1,0.72,3.0,19.495,33.285,13.789999999999996,30.356775,3.372132850000001,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,104.228,92.228,12.0,2.0,2.3,10.0,10.738,False,0.09733158791905794,0.008605577907209755,Sn0.08450144515051289 Bi0.5592432499030062 Cd0.06016362583749179 Pb0.2960916791089889 ,Sn0.133Bi0.5Cd0.1Pb0.267,0.040650395789908665,5.777849535659321,0.00448780220050444,3.472709,1.0723533359140083,-0.0099578639115993,186.84213,18684.213000000003,-6.0261041013224,0.008118064397331263,0.01611555000000015,14.3,0.9636880000000001,2.16563,7.0,0,7.0,0,0,12.731252000000001,0.442246232296456,2.969924284,-0.08283485356570042
8.54,Bi0.425In0.352Sn0.223,Bi0.425 In0.352 Sn0.223,3,0.5951957661139737,0.5084811920206392,0.45648463002512174,0.4401716435727053,0.4311116277437378,49.0,83.0,34.0,63.673,16.427950000000003,83.0,75.0,86.0,11.0,80.79,4.428500000000001,86.0,114.818,208.9804,94.1624,155.70493600000003,45.28414440000001,208.9804,429.75,544.4,114.64999999999998,495.27484,46.12948736,544.4,13.0,15.0,2.0,14.073000000000002,0.7879500000000004,15.0,5.0,6.0,1.0,5.425000000000001,0.4887500000000002,6.0,139.0,148.0,9.0,143.881,3.5011500000000004,148.0,1.78,2.02,0.24,1.92214,0.10006656,2.02,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0730000000000004,0.7879500000000002,3.0,10.0,10.0,0.0,10.000000000000002,1.7763568394002505e-15,10.0,0.0,14.0,14.0,5.950000000000001,6.8425,14.0,13.0,29.0,16.0,20.023000000000003,7.630450000000001,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.927,0.7879500000000002,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.927,0.7879500000000002,3.0,24.26,33.285,9.024999999999995,29.965825000000002,4.016900799999999,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,141.0,129.0,85.47100000000002,62.45035,12.0,2.0,2.0730000000000004,10.000000000000002,5.950000000000001,False,0.014296815877557045,0.0028573122602491923,Bi0.5704165345150009 In0.2595674680473842 Sn0.17001599743761495 ,Bi0.42500000000000004In0.35200000000000004Sn0.22300000000000003,0.02190473801756547,20.012506267009247,-0.0060309949475808875,1.7106250000000005,1.0270479069695895,-0.008861226676394727,155.704936,155.704936,-18.467908729853665,0.029394015867256238,0.057024000000000116,14.072999999999997,0.21930000000000005,2.51376,6.0,0,6.0,0,0,10.885626,0.5228988704769425,3.0492766020000013,-0.11750123376298509
8.47,Bi54In29.7Sn16.3,Bi54 In29.7 Sn16.3,3,0.6374778427522011,0.5728581386440545,0.5455892072308002,0.5411842439813142,0.5401369620634926,49.0,83.0,34.0,67.523,16.715160000000004,83.0,75.0,86.0,11.0,81.755,4.5846,86.0,114.818,208.9804,94.1624,166.300092,46.094732640000004,208.9804,429.75,544.4,114.64999999999998,503.9397899999999,44.06873526000002,544.4,13.0,15.0,2.0,14.243,0.81756,15.0,5.0,6.0,1.0,5.54,0.4968,6.0,139.0,148.0,9.0,144.751,3.50892,148.0,1.78,2.02,0.24,1.93894,0.09441035999999996,2.02,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.243,0.81756,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,7.56,6.9552,14.0,13.0,29.0,16.0,21.802999999999997,7.772760000000001,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.7569999999999997,0.81756,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.7569999999999997,0.81756,3.0,24.26,33.285,9.024999999999995,30.423675000000003,3.6612229499999995,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,141.0,129.0,70.74600000000001,63.44568,12.0,2.0,2.243,10.0,7.56,False,0.014296815877557045,0.0027626509494423157,Bi0.6785890172568275 In0.20505668752125525 Sn0.11635429522191724 ,Bi0.54In0.297Sn0.163,0.021972427399077895,14.315985112710353,-0.014228516276129111,1.7388000000000001,1.0269987081563101,-0.008222448025036648,166.300092,16630.0092,-17.031192614249953,0.028027757974805074,0.05219775000000009,14.243000000000002,0.2894399999999999,2.43746,6.0,0,6.0,0,0,11.051936,0.4664342363905746,2.6672407920000003,-0.10004783168594383
8.12,Sn51.2Cd30.6Pb18.2,Sn51.2 Cd30.6 Pb18.2,3,0.6236216801875958,0.5527672241173873,0.5201273390766985,0.5140205708531982,0.512298568500152,48.0,82.0,34.0,55.21199999999999,9.750831999999992,50.0,70.0,81.0,11.0,77.12199999999999,4.358664000000005,80.0,112.411,207.2,94.78899999999999,132.88768599999997,27.04968229599998,118.71,505.08,600.61,95.53000000000003,549.7433,45.73521920000001,505.08,12.0,14.0,2.0,13.387999999999998,0.8494560000000005,14.0,5.0,6.0,1.0,5.1819999999999995,0.29775199999999963,5.0,139.0,146.0,7.0,141.804,2.8712959999999996,139.0,1.69,2.33,0.6400000000000001,1.9447199999999998,0.15588864000000008,1.96,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.388,0.849456,2.0,10.0,10.0,0.0,9.999999999999998,1.7763568394002505e-15,10.0,0.0,14.0,14.0,2.5479999999999996,4.168527999999999,0.0,12.0,28.0,16.0,15.935999999999996,4.391295999999997,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.776,1.698912,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.776,1.698912,4.0,19.495,33.285,13.789999999999996,28.123409999999996,5.285468159999997,33.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,225.0,84.0,172.506,32.262144,141.0,2.0,1.388,9.999999999999998,2.5479999999999996,False,0.09733158791905794,0.011385340149962387,Sn0.45737510998573644 Cd0.25884840827162875 Pb0.28377648174263487 ,Sn0.512Cd0.306Pb0.18199999999999997,0.04461278369582931,3.895841273068986,-0.0011694758573074658,3.030604,1.0731229342322552,-0.008440263160925011,132.88768599999997,13288.7686,-4.24069797098547,0.010712856911894358,0.02311100000000014,13.388,1.1910079999999998,2.3320999999999996,4.0,0,4.0,0,0,17.807132,0.3572641110606615,3.1502897039999995,-0.07150501055952463
9.6,Bi52Pb30Sn18,Bi52 Pb30 Sn18,3,0.626737584639696,0.5576774556244743,0.5269742227771064,0.5216094829948641,0.5202133038818327,50.0,83.0,33.0,76.76,9.633599999999996,83.0,80.0,86.0,6.0,83.42,2.6832,86.0,118.71,208.9804,90.27040000000001,192.19760799999997,26.455538880000017,208.9804,505.08,600.61,95.53000000000003,554.1854,27.854760000000002,544.4,14.0,15.0,1.0,14.52,0.49920000000000003,15.0,5.0,6.0,1.0,5.82,0.2951999999999998,6.0,139.0,148.0,9.0,145.78,2.4407999999999994,148.0,1.96,2.33,0.3700000000000001,2.1022,0.13667999999999997,2.02,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,2.52,0.49920000000000003,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,11.48,4.1328,14.0,14.0,29.0,15.0,26.0,4.32,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.48,0.49920000000000003,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.48,0.49920000000000003,3.0,28.11,33.285,5.174999999999997,31.5583,2.0689800000000016,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,99.12,90.6048,12.0,2.0,2.52,10.0,11.48,False,0.033645949486530435,0.005604320120083147,Bi0.5654066620849933 Pb0.3234171363880866 Sn0.11117620152692015 ,Bi0.52Pb0.3Sn0.18,0.04151360373422233,5.770212423609318,0.0021231703601235653,3.5531999999999995,1.072261924029828,-0.008396286330167762,192.197608,19219.760799999996,-4.87198979036001,0.0055412039842272056,0.010500000000000148,14.52,0.8064,2.3078,7.0,0,7.0,0,0,11.620000000000001,0.3923022041377204,2.390424,-0.06834644987425728
9.16,Bi44.7Pb22.6In19.1Sn8.3Cd5.3,Bi44.7 Pb22.6 In19.1 Sn8.3 Cd5.3,5,0.5450357786420997,0.477021975673308,0.4511702277447441,0.44770253749371747,0.4470578260768489,48.0,83.0,35.0,71.686,14.776644000000001,83.0,70.0,86.0,16.0,81.423,4.091838,86.0,112.411,208.9804,96.5694,177.98238980000002,40.91858092919999,208.9804,429.75,600.61,170.86,534.58221,44.943271079999974,544.4,12.0,15.0,3.0,14.15,0.7598999999999999,15.0,5.0,6.0,1.0,5.673000000000001,0.44014199999999964,6.0,139.0,148.0,9.0,145.44300000000004,2.5377219999999863,148.0,1.69,2.33,0.6400000000000001,2.0217500000000004,0.13932900000000023,2.02,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.15,0.7599000000000001,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,9.422,6.161987999999999,14.0,12.0,29.0,17.0,23.572000000000003,6.854087999999999,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.532,0.8500000000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.532,0.8500000000000001,3.0,19.495,33.285,13.789999999999996,29.51106,3.7008864000000017,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,104.74799999999999,82.916712,12.0,2.0,2.15,10.0,9.422,False,0.09733158791905794,0.009457241799639495,Bi0.524851019839492 Pb0.263100186780389 In0.12321577446309802 Sn0.055359016198578984 Cd0.033474002718441975 ,Bi0.447Pb0.226In0.191Sn0.083Cd0.053,0.042187917817570815,243.23043175557797,0.007242762269914445,3.5972910000000002,1.0725549177009213,-0.011427569810026256,177.98238980000002,17798.238980000002,-6.4206308384929995,0.023079598495660603,0.04485605000000013,14.15,0.025116000000000083,2.23666,8.0,0,8.0,0,0,10.484904,0.5411555340454245,3.0123212359999996,-0.12929762192009048
9.18,Bi45Pb23In19Sn8Cd5,Bi45 Pb23 In19 Sn8 Cd5,5,0.5480875842417889,0.48028339746080045,0.45428210188027945,0.4507362936815479,0.4500628122265782,48.0,83.0,35.0,71.92,14.608799999999997,83.0,70.0,86.0,16.0,81.48,4.0680000000000005,86.0,112.411,208.9804,96.5694,178.62994999999998,40.457628,208.9804,429.75,600.61,170.86,534.8901999999999,44.722908000000025,544.4,12.0,15.0,3.0,14.16,0.7560000000000001,15.0,5.0,6.0,1.0,5.68,0.4352000000000001,6.0,139.0,148.0,9.0,145.48,2.5072000000000036,148.0,1.69,2.33,0.6400000000000001,2.0244,0.140576,2.02,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.16,0.7560000000000001,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,9.52,6.0928,14.0,12.0,29.0,17.0,23.68,6.775199999999999,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.54,0.8399999999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.54,0.8399999999999999,3.0,19.495,33.285,13.789999999999996,29.539749999999998,3.668465000000001,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,104.54,83.286,12.0,2.0,2.16,10.0,9.52,False,0.09733158791905794,0.009451437397402448,Bi0.5264580771589535 Pb0.2667861688367488 In0.12212632875953892 Sn0.05316465687864773 Cd0.03146476836611106 ,Bi0.45Pb0.23In0.19Sn0.08Cd0.05,0.04225409454573354,139.19940641568795,0.006961145289332371,3.6074000000000006,1.0725401238432744,-0.01134642982751225,178.62995,17862.995,-6.3550889279095895,0.023028804691527675,0.04466000000000014,14.160000000000002,0.043599999999999986,2.2359,8.0,0,8.0,0,0,10.4136,0.5390863050201015,2.975003600000001,-0.12841495577859882
8.525,In4Sn40Bi56,In4 Sn40 Bi56,3,0.6893475175845635,0.6211701798999233,0.5794290951767934,0.5672975899032465,0.5619065347495739,49.0,83.0,34.0,68.44,16.3072,83.0,75.0,86.0,11.0,83.16,3.1808000000000005,86.0,114.818,208.9804,94.1624,169.10574400000002,44.65961472000001,208.9804,429.75,544.4,114.64999999999998,524.086,22.751679999999993,544.4,13.0,15.0,2.0,14.52,0.5376000000000001,15.0,5.0,6.0,1.0,5.56,0.4928,6.0,139.0,148.0,9.0,144.16,4.300800000000001,148.0,1.78,2.02,0.24,1.9864000000000002,0.037632000000000006,2.02,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.52,0.5376000000000001,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,7.84,6.8992,14.0,13.0,29.0,16.0,22.36,7.436800000000001,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.48,0.5376000000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.48,0.5376000000000001,3.0,24.26,33.285,9.024999999999995,32.7364,0.6781119999999972,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,141.0,129.0,68.68,63.4816,12.0,2.0,2.52,10.0,7.84,False,0.014296815877557045,0.0006508345171780111,In0.02715886457410932 Sn0.28079471978196074 Bi0.6920464156439299 ,In0.04Sn0.4Bi0.56,0.021864514352362474,4.430572575491318,-0.015657350895483892,1.7248000000000003,1.026990174921587,-0.006817227945177318,169.10574400000002,16910.5744,-14.260283016942823,0.01183328378156128,0.009600000000000018,14.520000000000001,0.8064000000000001,2.5776000000000003,6.0,0,6.0,0,0,14.721120000000003,0.23849569266211157,1.6918848000000006,-0.03392044481185206
8.282,Bi0.355Sn0.601Zn0.044,Bi0.355 Sn0.601 Zn0.044,3,0.6994011724325317,0.6398061424578871,0.6094050378842534,0.6031312326976523,0.6013100308503374,30.0,83.0,53.0,60.835,15.73715,50.0,69.0,86.0,17.0,81.646,3.0913399999999998,80.0,65.38,208.9804,143.6004,148.409472,43.005358879999996,118.71,505.08,692.68,187.59999999999997,527.293,26.700026,505.08,12.0,15.0,3.0,14.267,0.5204299999999998,14.0,4.0,6.0,2.0,5.311,0.48918999999999996,5.0,122.0,148.0,26.0,141.447,4.65263,139.0,1.65,2.02,0.3700000000000001,1.96766,0.03716140000000002,1.96,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.267,0.52043,2.0,10.0,10.0,0.0,9.999999999999998,1.7763568394002505e-15,10.0,0.0,14.0,14.0,4.97,6.4113,0.0,12.0,29.0,17.0,19.237,6.931729999999999,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.469,0.638262,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.469,0.638262,4.0,13.96,33.285,19.324999999999996,32.315774999999995,1.6153082000000034,33.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,97.537,60.731269999999995,141.0,2.0,2.267,9.999999999999998,4.97,False,0.033645949486530435,0.0013452289536982527,Bi0.49988321600535296 Sn0.4807246844413182 Zn0.019392099553328847 ,Bi0.355Sn0.601Zn0.044,0.03121531754468056,2.9407967745842987,0.003018141734562147,2.2337849999999997,1.090705110182194,-0.006743431892511884,148.409472,148.41074799999998,-6.920627291704205,0.0024723359358299673,0.00210320000000003,14.267,1.209116,2.72044,5.0,0,5.0,0,0,17.28011,0.29050501842427634,2.06824961,-0.02928409427435035
9.78,Bi44.39Pb27.38Sn14.22Cd14.01,Bi44.39 Pb27.38 Sn14.22 Cd14.01,4,0.5584465059430491,0.48434190751449124,0.4520953191054944,0.4460637336472547,0.4442534795402844,48.0,83.0,35.0,73.1301,13.619654460000001,83.0,70.0,86.0,16.0,81.5362,3.962961639999999,86.0,112.411,208.9804,96.5694,182.12710266000002,37.570275961835996,208.9804,505.08,600.61,95.53000000000003,561.178776,30.850689227200014,544.4,12.0,15.0,3.0,14.163699999999999,0.7424671399999998,15.0,5.0,6.0,1.0,5.7177,0.4052134200000001,6.0,139.0,148.0,9.0,145.6122,2.332248119999999,148.0,1.69,2.33,0.6400000000000001,2.050113,0.15326612120000008,2.02,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.1637,0.74246714,3.0,10.0,10.0,0.0,10.000000000000002,1.7763568394002505e-15,10.0,0.0,14.0,14.0,10.0478,5.672987879999999,14.0,12.0,29.0,17.0,24.211499999999997,6.325812900000001,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.9957,0.83939514,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.9957,0.83939514,3.0,19.495,33.285,13.789999999999996,29.787399500000003,3.8024743061000006,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,114.16140000000001,90.69889092,12.0,2.0,2.1637,10.000000000000002,10.0478,False,0.09733158791905794,0.01001563182348721,Bi0.5093497793855477 Pb0.31149323286555375 Sn0.09268561215467808 Cd0.08647137559422041 ,Bi0.4439Pb0.2738Sn0.1422Cd0.1401,0.042072406963988514,5.283638786943893,0.003940077054885988,3.6429945900000003,1.0723829498898212,-0.01054133147831699,182.12710266000002,18212.710266000002,-5.955260352170976,0.00880750111052982,0.018152939000000153,14.1637,1.1196017999999999,2.13254,7.0,0,7.0,0,0,13.1843208,0.46366888309470317,3.30016248824,-0.09212008923328117
9.58,Bi50Pb26.7Sn13.3Cd10,Bi50 Pb26.7 Sn13.3 Cd10,4,0.59074359920358,0.5282257031686425,0.5044282015570027,0.500887331086195,0.5000942857118311,48.0,83.0,35.0,74.844,11.977304000000004,83.0,70.0,86.0,16.0,82.26700000000001,3.7329999999999997,86.0,112.411,208.9804,96.5694,186.84213,33.00937258,208.9804,505.08,600.61,95.53000000000003,559.1605099999999,29.145925660000003,544.4,12.0,15.0,3.0,14.3,0.7,15.0,5.0,6.0,1.0,5.767,0.35742199999999985,6.0,139.0,148.0,9.0,145.86900000000003,2.200953999999985,148.0,1.69,2.33,0.6400000000000001,2.0617900000000002,0.14322414000000014,2.02,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.3,0.7,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,10.738,5.003908,14.0,12.0,29.0,17.0,25.037999999999997,5.543708000000001,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.1,0.72,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.1,0.72,3.0,19.495,33.285,13.789999999999996,30.356775000000003,3.3721328500000003,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,104.228,92.228,12.0,2.0,2.3,10.0,10.738,False,0.09733158791905794,0.008605577907209753,Bi0.5592432499030063 Pb0.296091679108989 Sn0.0845014451505129 Cd0.060163625837491796 ,Bi0.5Pb0.267Sn0.133Cd0.1,0.04065039578990867,5.777849535659321,0.00448780220050444,3.472709,1.0723533359140083,-0.009957863911599302,186.84213,18684.213,-6.0261041013223995,0.008118064397331263,0.016115550000000152,14.3,0.9636880000000001,2.16563,7.0,0,7.0,0,0,12.731252,0.4422462322964561,2.9699242839999997,-0.08283485356570033
8.56,Bi58Sn42,Bi58 Sn42,2,0.7161005515987262,0.6456914244802885,0.6014509897946991,0.5882874228952644,0.5822595147310221,50.0,83.0,33.0,69.14,16.0776,83.0,80.0,86.0,6.0,83.48,2.9231999999999996,86.0,118.71,208.9804,90.27040000000001,171.066832,43.979738880000006,208.9804,505.08,544.4,39.31999999999999,527.8856,19.156704,544.4,14.0,15.0,1.0,14.58,0.48719999999999997,15.0,5.0,6.0,1.0,5.58,0.48719999999999997,6.0,139.0,148.0,9.0,144.22,4.3848,148.0,1.96,2.02,0.06000000000000005,1.9948,0.02923200000000004,2.02,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,2.58,0.48719999999999997,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,8.12,6.820799999999999,14.0,14.0,29.0,15.0,22.7,7.308,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.42,0.48719999999999997,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.42,0.48719999999999997,3.0,32.95,33.285,0.33499999999999375,33.0907,0.16321199999999664,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,141.0,129.0,66.18,62.848800000000004,12.0,2.0,2.58,10.0,8.12,False,0.0008995951214726405,0.00021914137159073521,Bi0.708545488233511 Sn0.291454511766489 ,Bi0.58Sn0.42,0.02172079435553167,3.064135200833153,-0.01708712736258071,1.7051999999999998,1.0269816485033403,-0.0056559476895975645,171.06683199999998,17106.6832,-11.988199908183747,0.0,0.0,14.579999999999998,0.9743999999999999,2.5831999999999997,5.0,0,5.0,0,0,15.1978,0.1815389105713318,1.3617240000000004,-0.014790428696525706
9.6,Bi50Pb26.7Sn13.3Cd10,Bi50 Pb26.7 Sn13.3 Cd10,4,0.59074359920358,0.5282257031686425,0.5044282015570027,0.500887331086195,0.5000942857118311,48.0,83.0,35.0,74.844,11.977304000000004,83.0,70.0,86.0,16.0,82.26700000000001,3.7329999999999997,86.0,112.411,208.9804,96.5694,186.84213,33.00937258,208.9804,505.08,600.61,95.53000000000003,559.1605099999999,29.145925660000003,544.4,12.0,15.0,3.0,14.3,0.7,15.0,5.0,6.0,1.0,5.767,0.35742199999999985,6.0,139.0,148.0,9.0,145.86900000000003,2.200953999999985,148.0,1.69,2.33,0.6400000000000001,2.0617900000000002,0.14322414000000014,2.02,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.3,0.7,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,10.738,5.003908,14.0,12.0,29.0,17.0,25.037999999999997,5.543708000000001,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.1,0.72,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.1,0.72,3.0,19.495,33.285,13.789999999999996,30.356775000000003,3.3721328500000003,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,104.228,92.228,12.0,2.0,2.3,10.0,10.738,False,0.09733158791905794,0.008605577907209753,Bi0.5592432499030063 Pb0.296091679108989 Sn0.0845014451505129 Cd0.060163625837491796 ,Bi0.5Pb0.267Sn0.133Cd0.1,0.04065039578990867,5.777849535659321,0.00448780220050444,3.472709,1.0723533359140083,-0.009957863911599302,186.84213,18684.213,-6.0261041013223995,0.008118064397331263,0.016115550000000152,14.3,0.9636880000000001,2.16563,7.0,0,7.0,0,0,12.731252,0.4422462322964561,2.9699242839999997,-0.08283485356570033
